EP 2023-2024;Numéro d'établissement;Patronyme;Appartenance à un REP 2015 Lib L;Appartenance à un REPPLUS Lib L;En QPV 2024 DEPP oui/non
Hors EP;0690536H;BELMONT-CAPDEPON;NON;NON;Dans QP
Hors EP;0440151A;ST JOSEPH;NON;NON;Dans QP
Hors EP;0840005Z;PHILIPPE DE GIRARD;NON;NON;Dans QP
Hors EP;0330029C;NICOLAS BREMONTIER;NON;NON;Dans QP
Hors EP;0080027L;MONGE;NON;NON;Dans QP
Hors EP;0131348V;SEVIGNE;NON;NON;Dans QP
Hors EP;0330010G;GISELE HALIMI;NON;NON;
Hors EP;0330109P;JEAN RENOU;NON;NON;
Hors EP;0640047D;JULES SUPERVIELLE;NON;NON;
Hors EP;0620059C;LEO LAGRANGE;NON;NON;
Hors EP;0420046X;ETIENNE MIMARD;NON;NON;Dans QP
Hors EP;0170020E;EMILE COMBES;NON;NON;
Hors EP;0801874C;SAINT RIQUIER;NON;NON;Dans QP
Hors EP;0690538K;PIERRE TERMIER;NON;NON;Dans QP
Hors EP;0850135K;STE MARIE;NON;NON;
Hors EP;0470009E;STENDHAL;NON;NON;
Hors EP;0623902E;MARGUERITE YOURCENAR;NON;NON;Dans QP
Hors EP;0290013G;JULES LESVEN;NON;NON;Dans QP
Hors EP;0292047T;DU LEON;NON;NON;
Hors EP;0120012Y;JEAN VIGO;NON;NON;
Hors EP;0780015T;-;NON;NON;
Hors EP;0131341M;NOTRE DAME DE SION;NON;NON;
Hors EP;0331504F;LA SAUQUE;NON;NON;
Hors EP;0500120J;INSTITUT SAINT-LO;NON;NON;Dans QP
Hors EP;0530012A;REAUMUR;NON;NON;Dans QP
Hors EP;0061478Z;LEONARD DE VINCI;NON;NON;
Hors EP;0951104J;JEAN PERRIN;NON;NON;
Hors EP;0596681S;LYCEE PRIVE AVERROES;NON;NON;Dans QP
Hors EP;0763409T;JEAN-PAUL II;NON;NON;
Hors EP;0753915Y;BLOMET;NON;NON;Dans QP
Hors EP;0753946G;NOTRE-DAME DES OISEAUX;NON;NON;
Hors EP;0290159R;ST SEBASTIEN;NON;NON;
Hors EP;0800007Y;LAMARCK;NON;NON;
Hors EP;0070066J;MARIE RIVIER;NON;NON;
Hors EP;0180561M;STE MARIE ST DOMINIQUE;NON;NON;
Hors EP;0380028Z;STENDHAL;NON;NON;Dans QP
Hors EP;0492089E;EMMANUEL MOUNIER;NON;NON;Dans QP
Hors EP;0080008R;FRANCOIS BAZIN;NON;NON;Dans QP
Hors EP;0755709Y;SAINTE-LOUISE;NON;NON;Dans QP
Hors EP;0030038A;JEAN MONNET;NON;NON;
Hors EP;0420008F;JEREMIE DE LA RUE;NON;NON;
Hors EP;0783548H;FRANCO ALLEMAND;NON;NON;
Hors EP;0440177D;ST LOUIS;NON;NON;Dans QP
Hors EP;0160062F;SAINT PAUL;NON;NON;Dans QP
Hors EP;0130051K;MARIE CURIE;NON;NON;
Hors EP;9741231V;MARIE CURIE;NON;NON;Dans QP
Hors EP;0010032E;XAVIER BICHAT;NON;NON;
Hors EP;9720004X;JOSEPH GAILLARD;NON;NON;Dans QP
Hors EP;9720727H;MONTGERALD;NON;NON;
Hors EP;0690533E;EXTERNAT DE LA TRINITE;NON;NON;
Hors EP;0620017G;LAVOISIER;NON;NON;Dans QP
Hors EP;0880040R;PIERRE ET MARIE CURIE;NON;NON;
Hors EP;0880152M;GEORGES BAUMONT;NON;NON;Dans QP
Hors EP;0500017X;ALEXIS DE TOCQUEVILLE;NON;NON;Dans QP
Hors EP;0510053F;LA FONTAINE DU VE;NON;NON;
Hors EP;0251021Z;SAINT PAUL;NON;NON;
Hors EP;0401016M;ST JACQUES DE COMPOSTELLE;NON;NON;Dans QP
Hors EP;0772324H;CAMPUS SAINTE THERESE;NON;NON;
Hors EP;0260063C;NOTRE DAME DE LA GALAURE;NON;NON;
Hors EP;0622106C;SAINT VAAST-SAINT DOMINIQUE;NON;NON;Dans QP
Hors EP;0750689S;PAUL BERT;NON;NON;
Hors EP;0160010Z;ELIE VINET;NON;NON;
Hors EP;0561698S;JEAN MACE;NON;NON;Dans QP
Hors EP;0150030B;DE HAUTE AUVERGNE;NON;NON;
Hors EP;9741051Z;PAUL MOREAU;NON;NON;
Hors EP;0870040W;PAUL ELUARD;NON;NON;
Hors EP;0820004J;JEAN DE PRADES;NON;NON;
Hors EP;0951824S;DE L HAUTIL;NON;NON;
Hors EP;0131323T;PROVENCE (DE);NON;NON;Dans QP
Hors EP;0640131V;ST DOMINIQUE;NON;NON;Dans QP
Hors EP;0740104L;SAINT FRANCOIS;NON;NON;
Hors EP;0783297K;LE BON SAUVEUR;NON;NON;
Hors EP;0640046C;PAUL REY;NON;NON;
Hors EP;0212045J;E.J. MAREY;NON;NON;
Hors EP;9741230U;DE VINCENDO;NON;NON;
Hors EP;0190038N;BERNART DE VENTADOUR;NON;NON;
Hors EP;0783835V;JEAN PAUL II;NON;NON;
Hors EP;0711729U;EMILAND GAUTHEY;NON;NON;Dans QP
Hors EP;0851696G;ADELINE BOUTAIN;NON;NON;
Hors EP;0762169V;PABLO NERUDA;NON;NON;Dans QP
Hors EP;0290030A;PIERRE GUEGUIN;NON;NON;
Hors EP;0460026D;JEAN LURCAT;NON;NON;
Hors EP;0920143F;LA FOLIE SAINT-JAMES;NON;NON;
Hors EP;0781883Y;DUMONT D'URVILLE;NON;NON;Dans QP
Hors EP;0131335F;CHEVREUL BLANCARDE;NON;NON;
Hors EP;0701078S;LUMIERE;NON;NON;Dans QP
Hors EP;9710921Z;FELIX PROTO;NON;NON;
Hors EP;9710940V;SONNY RUPAIRE;NON;NON;Dans QP
Hors EP;0440005S;GUY MOQUET - ETIENNE LENOIR;NON;NON;
Hors EP;0320002D;PARDAILHAN;NON;NON;
Hors EP;0060773H;DON BOSCO;NON;NON;
Hors EP;0380083J;GALILEE;NON;NON;
Hors EP;0542208G;STANISLAS;NON;NON;Dans QP
Hors EP;0750660K;FENELON;NON;NON;
Hors EP;0750648X;VICTOR HUGO;NON;NON;
Hors EP;0790019S;JOSEPH DESFONTAINES;NON;NON;
Hors EP;0640130U;IMMAC.CONCEPT.BEAU FRENE;NON;NON;Dans QP
Hors EP;0592913W;NOTRE-DAME DES ANGES;NON;NON;Dans QP
Hors EP;0370728R;NOTRE DAME LA RICHE;NON;NON;Dans QP
Hors EP;0750667T;CONDORCET;NON;NON;
Hors EP;0060668U;MONT SAINT JEAN;NON;NON;
Hors EP;0490018D;EUROPE ROBERT SCHUMAN;NON;NON;Dans QP
Hors EP;0492123S;JEAN MOULIN;NON;NON;Dans QP
Hors EP;0750663N;CHAPTAL;NON;NON;
Hors EP;0911578W;PIERRE MENDES FRANCE;NON;NON;Dans QP
Hors EP;0300127A;ST VINCENT DE PAUL;NON;NON;Dans QP
Hors EP;0660768B;SAINT-LOUIS-DE-GONZAGUE;NON;NON;Dans QP
Hors EP;0560119A;STE ANNE-ST LOUIS;NON;NON;
Hors EP;0590122M;VALENTINE LABBE;NON;NON;Dans QP
Hors EP;0570099Y;HENRI NOMINE;NON;NON;Dans QP
Hors EP;0530016E;LAVOISIER;NON;NON;
Hors EP;0131328Y;MELIZAN;NON;NON;
Hors EP;0331506H;MONTESQUIEU;NON;NON;
Hors EP;0580032V;RAOUL FOLLEREAU;NON;NON;Dans QP
Hors EP;9741050Y;LOUIS PAYEN;NON;NON;Dans QP
Hors EP;9760363R;DE BANDRELE;NON;NON;Dans QP
Hors EP;0660004W;DEODAT DE SEVERAC;NON;NON;
Hors EP;0593102B;NOTRE-DAME DES DUNES;NON;NON;Dans QP
Hors EP;0693587Z;LA XAVIERE;NON;NON;Dans QP
Hors EP;0021939X;JULES VERNE;NON;NON;Dans QP
Hors EP;0261397C;HENRI LAURENS;NON;NON;
Hors EP;0220057T;ERNEST RENAN;NON;NON;Dans QP
Hors EP;0562029B;MONA-OZOUF;NON;NON;
Hors EP;0830101J;MAINTENON;NON;NON;Dans QP
Hors EP;0781664K;SAINTE THERESE;NON;NON;
Hors EP;9741087N;BOISJOLY POTIER;NON;NON;
Hors EP;0230051F;JEAN FAVARD;NON;NON;Dans QP
Hors EP;0762601P;GEORGES BRASSENS;NON;NON;
Hors EP;0380033E;VAUCANSON;NON;NON;Dans QP
Hors EP;0622276M;JAN LAVEZZARI;NON;NON;Dans QP
Hors EP;0110019L;JACQUES RUFFIE;NON;NON;Dans QP
Hors EP;0290023T;JEAN MOULIN;NON;NON;
Hors EP;0501299R;THOMAS HELYE;NON;NON;Dans QP
Hors EP;0753959W;SAINT-MICHEL DES BATIGNOLLES;NON;NON;Dans QP
Hors EP;0753890W;CHARLES PEGUY;NON;NON;Dans QP
Hors EP;0590065A;ELISA LEMONNIER;NON;NON;Dans QP
Hors EP;0624440P;D'ARTOIS;NON;NON;Dans QP
Hors EP;0790031E;DU HAUT VAL DE SEVRE;NON;NON;
Hors EP;0670002N;SCHURE;NON;NON;
Hors EP;0211074D;NOTRE DAME;NON;NON;
Hors EP;0753809H;PAUL CLAUDEL D'HULST;NON;NON;
Hors EP;0753887T;BOSSUET-NOTRE-DAME;NON;NON;Dans QP
Hors EP;0010006B;SAINT-EXUPERY;NON;NON;
Hors EP;0420033H;ALBERT THOMAS;NON;NON;Dans QP
Hors EP;0631075B;SAINT ALYRE;NON;NON;Dans QP
Hors EP;0572341K;JEAN XXIII;NON;NON;
Hors EP;0570311D;DE LA SALLE;NON;NON;
Hors EP;0260017C;ROUMANILLE;NON;NON;
Hors EP;0590044C;JOSEPH MARIE JACQUARD;NON;NON;Dans QP
Hors EP;0501828R;VICTOR GRIGNARD;NON;NON;Dans QP
Hors EP;0610021S;JEAN GUEHENNO;NON;NON;Dans QP
Hors EP;0610026X;NAPOLEON;NON;NON;Dans QP
Hors EP;0171428K;LYCEE DE LA MER ET DU LITTORAL;NON;NON;
Hors EP;0170051N;LOUIS AUDOUIN DUBREUIL;NON;NON;
Hors EP;0541318P;NOTRE DAME SAINT SIGISBERT;NON;NON;
Hors EP;0442226F;LA MENNAIS;NON;NON;
Hors EP;0511147V;FREDERIC OZANAM;NON;NON;Dans QP
Hors EP;0020031Y;FREDERIC ET IRENE JOLIOT CURIE;NON;NON;Dans QP
Hors EP;0400002K;GASTON CRAMPE;NON;NON;
Hors EP;9760125G;GUSTAVE EIFFEL;NON;NON;Dans QP
Hors EP;0810006S;LAPEROUSE;NON;NON;
Hors EP;0910824B;SACRE COEUR;NON;NON;
Hors EP;0710012C;NIEPCE-BALLEURE;NON;NON;Dans QP
Hors EP;0590214M;COLBERT;NON;NON;Dans QP
Hors EP;0350029S;JOLIOT-CURIE;NON;NON;Dans QP
Hors EP;0070064G;JULES FROMENT;NON;NON;Dans QP
Hors EP;0690554C;IMMACULEE CONCEPTION;NON;NON;Dans QP
Hors EP;0750679F;PAUL VALERY;NON;NON;
Hors EP;0670085D;LOUIS COUFFIGNAL;NON;NON;
Hors EP;0631669X;VALERY GISCARD D'ESTAING;NON;NON;
Hors EP;0711137A;CAMILLE CLAUDEL;NON;NON;
Hors EP;9730371R;LUMINA SOPHIE;NON;NON;Dans QP
Hors EP;9741270M;BEL AIR;NON;NON;Dans QP
Hors EP;0550008K;HENRI VOGT;NON;NON;
Hors EP;0861223M;PILOTE INNOVANT INTERNATIONAL;NON;NON;
Hors EP;0602070Z;SAINT DOMINIQUE;NON;NON;
Hors EP;0640111Y;LARGENTE;NON;NON;
Hors EP;0381683Y;NOTRE DAME DES VICTOIRES;NON;NON;
Hors EP;0693267B;NOTRE DAME DE BEL AIR;NON;NON;
Hors EP;0801864S;DU VIMEU;NON;NON;
Hors EP;0880036L;JEAN-BAPTISTE VUILLAUME;NON;NON;
Hors EP;0880055G;JULES FERRY;NON;NON;Dans QP
Hors EP;0595657D;INSTITUT SAINT VINCENT DE PAUL;NON;NON;Dans QP
Hors EP;0421035X;SAINT PAUL;NON;NON;Dans QP
Hors EP;0752937K;ECOLE  INTERNATIONAL BILINGUE;NON;NON;
Hors EP;0932073Y;PAUL ROBERT;NON;NON;Dans QP
Hors EP;0932121A;SUGER;NON;NON;Dans QP
Hors EP;0530004S;VICTOR HUGO;NON;NON;
Hors EP;0290062K;RENE LAENNEC;NON;NON;
Hors EP;0922801V;SIMONE VEIL;NON;NON;
Hors EP;0220097L;NOTRE DAME;NON;NON;Dans QP
Hors EP;0800046R;PIERRE MENDES FRANCE;NON;NON;
Hors EP;0240025X;LAURE GATET;NON;NON;
Hors EP;0640011P;LOUIS DE FOIX;NON;NON;
Hors EP;0460010L;JEAN-FRANCOIS CHAMPOLLION;NON;NON;
Hors EP;0820016X;FRANCOIS MITTERRAND;NON;NON;Dans QP
Hors EP;0622107D;NAZARETH HAFFREINGUE;NON;NON;Dans QP
Hors EP;0680141J;COLLEGE EPISCOPAL;NON;NON;
Hors EP;0590060V;ALFRED KASTLER;NON;NON;Dans QP
Hors EP;0590121L;CESAR BAGGIO;NON;NON;Dans QP
Hors EP;0660021P;CHARLES RENOUVIER;NON;NON;
Hors EP;0790036K;CITE SCOLAIRE JEAN MOULIN;NON;NON;
Hors EP;0820883P;CLAUDE NOUGARO;NON;NON;
Hors EP;0593136N;SAINT JACQUES;NON;NON;Dans QP
Hors EP;0300125Y;DE LA SALLE;NON;NON;Dans QP
Hors EP;0040490L;PIERRE-GILLES DE GENNES;NON;NON;
Hors EP;9760163Y;DE KAWENI;NON;NON;Dans QP
Hors EP;0021873A;ST JEAN LA CROIX;NON;NON;Dans QP
Hors EP;0753647G;ECOLE ALSACIENNE;NON;NON;
Hors EP;0271580W;ANDRE MALRAUX;NON;NON;Dans QP
Hors EP;0951727L;CHARLES BAUDELAIRE;NON;NON;
Hors EP;0870864S;ST JEAN;NON;NON;Dans QP
Hors EP;0851344Z;NOTRE DAME;NON;NON;Dans QP
Hors EP;0753898E;E. NAPOLEON ST PIERRE FOURIER;NON;NON;
Hors EP;0290171D;STE THERESE;NON;NON;
Hors EP;0710018J;JULIEN WITTMER;NON;NON;
Hors EP;0320067Z;LE GARROS;NON;NON;Dans QP
Hors EP;0040027H;ALEXANDRA DAVID NEEL;NON;NON;Dans QP
Hors EP;0940126B;MAXIMILIEN PERRET;NON;NON;Dans QP
Hors EP;0624109E;GIRAUX SANNIER;NON;NON;
Hors EP;0230020X;PIERRE BOURDAN;NON;NON;Dans QP
Hors EP;0420043U;JEAN MONNET;NON;NON;Dans QP
Hors EP;0421021G;EXTERNAT SAINT MICHEL;NON;NON;Dans QP
Hors EP;0850086G;ST GABRIEL ST MICHEL;NON;NON;
Hors EP;0060677D;SASSERNO;NON;NON;Dans QP
Hors EP;0560181T;SAINT JOSEPH - LA SALLE;NON;NON;Dans QP
Hors EP;0930126G;AUGUSTE BLANQUI;NON;NON;Dans QP
Hors EP;0260113G;LES CATALINS;NON;NON;
Hors EP;0690029G;LACASSAGNE;NON;NON;
Hors EP;0521032P;CHARLES DE GAULLE;NON;NON;
Hors EP;0190058K;LYCEE BOSSUET;NON;NON;
Hors EP;0690550Y;SAINT JOSEPH;NON;NON;
Hors EP;0300077W;BELLEVUE;NON;NON;Dans QP
Hors EP;0753947H;SAINT-JEAN DE PASSY;NON;NON;
Hors EP;0711422K;HILAIRE DE CHARDONNET;NON;NON;Dans QP
Hors EP;0060750H;INSTITUTION ST JOSEPH CARNOLES;NON;NON;
Hors EP;0772228D;CHARLES DE GAULLE;NON;NON;
Hors EP;9720695Y;ACAJOU 2;NON;NON;
Hors EP;0660924W;CHRISTIAN BOURQUIN;NON;NON;
Hors EP;0880021V;PIERRE MENDES FRANCE;NON;NON;Dans QP
Hors EP;0492430A;JULIEN GRACQ;NON;NON;
Hors EP;0911946W;LEONARD DE VINCI;NON;NON;Dans QP
Hors EP;0781950W;LOUISE WEISS;NON;NON;
Hors EP;0290160S;ST FRANCOIS-NOTRE DAME;NON;NON;
Hors EP;0801327H;EDOUARD BRANLY;NON;NON;Dans QP
Hors EP;0700009E;AUGUSTIN COURNOT;NON;NON;Dans QP
Hors EP;0710042K;HENRI VINCENOT;NON;NON;
Hors EP;0730029K;AMBROISE CROIZAT;NON;NON;
Hors EP;0442899M;CAROLINE AIGLE;NON;NON;
Hors EP;0750694X;CAMILLE SEE;NON;NON;
Hors EP;9720063L;ST JOSEPH DE CLUNY;NON;NON;Dans QP
Hors EP;0671609K;COLLEGE EPISCOPAL ST ETIENNE;NON;NON;Dans QP
Hors EP;0920889S;SAINTE GENEVIEVE;NON;NON;
Hors EP;0332747G;JEAN CONDORCET;NON;NON;Dans QP
Hors EP;0940112L;LOUISE MICHEL;NON;NON;
Hors EP;0595884A;ANDRE LURCAT;NON;NON;Dans QP
Hors EP;0690032K;JULIETTE RECAMIER;NON;NON;Dans QP
Hors EP;0440077V;JACQUES PREVERT;NON;NON;
Hors EP;0672615D;LOUIS MARCHAL;NON;NON;
Hors EP;0772275E;MAURICE RONDEAU;NON;NON;
Hors EP;0930961P;ESPERANCE;NON;NON;
Hors EP;0382854W;SAINT CHARLES;NON;NON;Dans QP
Hors EP;9741380G;PAUL VERGES;NON;NON;
Hors EP;0420013L;ALBERT CAMUS;NON;NON;Dans QP
Hors EP;0692717D;JACQUES BREL;NON;NON;Dans QP
Hors EP;0672534R;HAUT-BARR;NON;NON;
Hors EP;0310032S;DE BAGATELLE;NON;NON;Dans QP
Hors EP;0592935V;LA CROIX BLANCHE;NON;NON;
Hors EP;0620109G;AUGUSTE BEHAL;NON;NON;Dans QP
Hors EP;0490782J;BLAISE PASCAL;NON;NON;
Hors EP;0180035R;EDOUARD VAILLANT;NON;NON;Dans QP
Hors EP;0430058E;NOTRE DAME DU CHATEAU;NON;NON;
Hors EP;0940880W;ALBERT DE MUN;NON;NON;
Hors EP;0450110A;SAINT CHARLES;NON;NON;
Hors EP;0750711R;HENRI BERGSON;NON;NON;Dans QP
Hors EP;0911938M;CAMILLE CLAUDEL;NON;NON;
Hors EP;0541986R;LA MALGRANGE;NON;NON;Dans QP
Hors EP;0130037V;MARCEL PAGNOL;NON;NON;Dans QP
Hors EP;0070029U;GABRIEL FAURE;NON;NON;
Hors EP;0870019Y;SUZANNE VALADON;NON;NON;Dans QP
Hors EP;0851401L;J. DE LATTRE DE TASSIGNY;NON;NON;
Hors EP;0750685M;PIERRE-GILLES DE GENNES-ENCPB;NON;NON;
Hors EP;0070071P;SACRE COEUR;NON;NON;
Hors EP;0440154D;BLANCHE DE CASTILLE;NON;NON;Dans QP
Hors EP;0671610L;INSTITUTION NOTRE DAME;NON;NON;
Hors EP;0630068G;MONTDORY;NON;NON;Dans QP
Hors EP;0921594H;MICHEL ANGE;NON;NON;Dans QP
Hors EP;0690539L;ASSOMPTION BELLEVUE;NON;NON;Dans QP
Hors EP;0440166S;ND DE TOUTES AIDES;NON;NON;Dans QP
Hors EP;0920919Z;NOTRE DAME DE SAINTE-CROIX;NON;NON;
Hors EP;0520021R;DIDEROT;NON;NON;Dans QP
Hors EP;0680015X;ALFRED KASTLER;NON;NON;
Hors EP;0910630R;ALEXANDRE DENIS;NON;NON;
Hors EP;0690563M;SAINT LOUIS-SAINT BRUNO;NON;NON;
Hors EP;0350793X;FREDERIC OZANAM;NON;NON;
Hors EP;0941974K;ROBERT SCHUMAN;NON;NON;Dans QP
Hors EP;0010010F;DU BUGEY;NON;NON;Dans QP
Hors EP;0900030U;SAINTE-MARIE;NON;NON;Dans QP
Hors EP;0440022K;JULES VERNE;NON;NON;
Hors EP;0750656F;LAVOISIER;NON;NON;
Hors EP;0170135E;JEAN HYPPOLITE;NON;NON;
Hors EP;0520844K;EDME BOUCHARDON;NON;NON;Dans QP
Hors EP;0352867B;LEGTA T. MONOD LE RHEU;NON;NON;
Hors EP;0911945V;MARGUERITE YOURCENAR;NON;NON;
Hors EP;0922249V;MONTESQUIEU;NON;NON;
Hors EP;0593061G;SAINT LUC;NON;NON;Dans QP
Hors EP;0490828J;DOM SORTAIS;NON;NON;
Hors EP;0932667U;ROSA PARKS;NON;NON;Dans QP
Hors EP;0597005U;DU VAL DE LYS;NON;NON;
Hors EP;0690085T;RENE CASSIN;NON;NON;
Hors EP;0440288Z;ALBERT CAMUS;NON;NON;Dans QP
Hors EP;0801207C;SACRE COEUR;NON;NON;Dans QP
Hors EP;0931797Y;JEAN-BAPTISTE DE LA SALLE;NON;NON;Dans QP
Hors EP;0440172Y;LA PERVERIE SACRE COEUR;NON;NON;Dans QP
Hors EP;0950785M;NOTRE-DAME;NON;NON;Dans QP
Hors EP;0130010R;MONTMAJOUR;NON;NON;Dans QP
Hors EP;0150646W;EMILE DUCLAUX;NON;NON;
Hors EP;0590018Z;JESSE DE FOREST;NON;NON;
Hors EP;0690104N;MARCEL SEMBAT;NON;NON;Dans QP
Hors EP;0080039Z;PAUL VERLAINE;NON;NON;Dans QP
Hors EP;0440178E;ND D'ESPERANCE;NON;NON;
Hors EP;0772751X;CHARLOTTE DELBO;NON;NON;
Hors EP;0440012Z;GRAND AIR;NON;NON;
Hors EP;0140004D;ALAIN CHARTIER;NON;NON;
Hors EP;0592940A;SAINT JEAN;NON;NON;Dans QP
Hors EP;0690520R;LA FAVORITE SAINTE THERESE;NON;NON;Dans QP
Hors EP;0220102S;SAINT JOSEPH - BOSSUET;NON;NON;Dans QP
Hors EP;0760032X;ANGUIER;NON;NON;
Hors EP;0510062R;FRANCOIS 1ER;NON;NON;Dans QP
Hors EP;0781297L;PLAINE DE NEAUPHLE;NON;NON;Dans QP
Hors EP;0340871M;LA TRINITE;NON;NON;Dans QP
Hors EP;0912117G;NOTRE DAME DE SION;NON;NON;Dans QP
Hors EP;0381603L;ANDRE  ARGOUGES;NON;NON;Dans QP
Hors EP;0620070P;DIDEROT;NON;NON;
Hors EP;0672198A;LE CORBUSIER;NON;NON;Dans QP
Hors EP;0951753P;LEONARD DE VINCI;NON;NON;
Hors EP;0691654Y;CHAMPAGNAT;NON;NON;
Hors EP;0952173W;EUGENE RONCERAY;NON;NON;Dans QP
Hors EP;0131360H;VIALA LACOSTE;NON;NON;Dans QP
Hors EP;0440201E;ST JOSEPH;NON;NON;
Hors EP;0060674A;FENELON;NON;NON;Dans QP
Hors EP;0754086J;CHARLES DE FOUCAULD;NON;NON;Dans QP
Hors EP;0920906K;NOTRE-DAME;NON;NON;Dans QP
Hors EP;0783289B;NOTRE DAME;NON;NON;Dans QP
Hors EP;0290069T;AUGUSTE BRIZEUX;NON;NON;
Hors EP;0492420P;SAINT AUBIN LA SALLE;NON;NON;Dans QP
Hors EP;0910826D;SAINT- LOUIS SAINT-CLEMENT;NON;NON;Dans QP
Hors EP;0801700N;JEAN BAPTISTE DELAMBRE;NON;NON;Dans QP
Hors EP;0932638M;INTERNATIONAL DE L'EST PARISIE;NON;NON;Dans QP
Hors EP;0442094M;NICOLAS APPERT;NON;NON;Dans QP
Hors EP;0601699W;SAINT ESPRIT;NON;NON;Dans QP
Hors EP;0753874D;ECOLE ACTIVE JEANNINE MANUEL;NON;NON;
Hors EP;0220094H;CORDELIERS-N-D DE LA VICTOIRE;NON;NON;Dans QP
Hors EP;0311133N;LE CAOUSOU;NON;NON;Dans QP
Hors EP;0950786N;LA SALLE - SAINT ROSAIRE;NON;NON;Dans QP
Hors EP;0781899R;SAINT FRANCOIS D'ASSISE;NON;NON;
Hors EP;0931799A;FENELON;NON;NON;
Hors EP;0622116N;LA MALASSISE;NON;NON;Dans QP
Hors EP;0932120Z;HENRI SELLIER;NON;NON;Dans QP
Hors EP;0860003L;MARCELIN BERTHELOT;NON;NON;Dans QP
Hors EP;0753885R;ROCROY SAINT-VINCENT DE PAUL;NON;NON;Dans QP
Hors EP;0680151V;SAINTE JEANNE D'ARC;NON;NON;Dans QP
Hors EP;0921663H;JEANNE D ARC;NON;NON;Dans QP
Hors EP;0772685A;SAMUEL BECKETT;NON;NON;Dans QP
Hors EP;0492148U;JEAN BODIN;NON;NON;
Hors EP;0850068M;FRANCOIS RABELAIS;NON;NON;
Hors EP;0750698B;CLAUDE BERNARD;NON;NON;
Hors EP;0352341E;ST JOSEPH;NON;NON;
Hors EP;0301862L;LUCIE AUBRAC;NON;NON;
Hors EP;0572022N;FELIX MAYER;NON;NON;Dans QP
Hors EP;0442699V;EXTERNAT CHAVAGNES;NON;NON;
Hors EP;0350801F;JEAN PAUL II;NON;NON;
Hors EP;0590181B;MAXENCE VAN DER MEERSCH;NON;NON;Dans QP
Hors EP;0540076P;JEAN ZAY;NON;NON;
Hors EP;0140052F;GUILLAUME LE CONQUERANT;NON;NON;
Hors EP;0350022J;BEAUMONT;NON;NON;
Hors EP;0592922F;THERESE D'AVILA;NON;NON;Dans QP
Hors EP;0912161E;SAINT LEON;NON;NON;Dans QP
Hors EP;0130050J;DENIS DIDEROT;NON;NON;Dans QP
Hors EP;0620120U;ANATOLE FRANCE;NON;NON;Dans QP
Hors EP;0610006A;MEZERAY-GABRIEL;NON;NON;Dans QP
Hors EP;0290098Z;DE CORNOUAILLE;NON;NON;Dans QP
Hors EP;0840078D;MARIE PILA;NON;NON;Dans QP
Hors EP;0240035H;PRE DE CORDY;NON;NON;
Hors EP;0620095S;LOUIS PASTEUR;NON;NON;Dans QP
Hors EP;0761718E;REY;NON;NON;
Hors EP;0050003B;D ALTITUDE;NON;NON;
Hors EP;0630020E;SIDOINE APOLLINAIRE;NON;NON;Dans QP
Hors EP;0721548S;ANDRE MALRAUX;NON;NON;Dans QP
Hors EP;0080006N;CHANZY;NON;NON;
Hors EP;0170100S;FENELON NOTRE-DAME;NON;NON;
Hors EP;0350776D;ST VINCENT-PROVIDENCE;NON;NON;
Hors EP;0442112G;GALILEE;NON;NON;
Hors EP;0890005X;JEAN-JOSEPH FOURIER;NON;NON;Dans QP
Hors EP;0381599G;DE L'EDIT;NON;NON;Dans QP
Hors EP;9730108E;GASTON MONNERVILLE;NON;NON;Dans QP
Hors EP;0590282L;JULES MOUSSERON;NON;NON;Dans QP
Hors EP;0440030U;GASPARD MONGE - LA CHAUVINIERE;NON;NON;Dans QP
Hors EP;0050006E;DOMINIQUE VILLARS;NON;NON;Dans QP
Hors EP;0401002X;HAROUN TAZIEFF;NON;NON;Dans QP
Hors EP;0640017W;EXPERIMENTAL A.MALRAUX;NON;NON;
Hors EP;9740787M;ANTOINE ROUSSIN;NON;NON;Dans QP
Hors EP;0590168M;EUGENE THOMAS;NON;NON;Dans QP
Hors EP;0681761V;LAMBERT;NON;NON;Dans QP
Hors EP;0330135T;ALFRED KASTLER;NON;NON;
Hors EP;0210006T;CLOS MAIRE;NON;NON;
Hors EP;0340075X;PAUL VALERY;NON;NON;Dans QP
Hors EP;0290338K;STE ANNE;NON;NON;Dans QP
Hors EP;0772332S;SONIA DELAUNAY;NON;NON;
Hors EP;0211909L;JEAN-MARC BOIVIN;NON;NON;
Hors EP;0572027U;ROSA PARKS;NON;NON;Dans QP
Hors EP;0750670W;LAMARTINE;NON;NON;Dans QP
Hors EP;0670049P;FREPPEL;NON;NON;
Hors EP;0920142E;LOUIS PASTEUR;NON;NON;
Hors EP;0690552A;NOTRE DAME DE MONGRE;NON;NON;Dans QP
Hors EP;0311147D;SAINTE-MARIE DE NEVERS;NON;NON;
Hors EP;0950753C;NOTRE DAME DE LA PROVIDENCE;NON;NON;Dans QP
Hors EP;0700018P;GEORGES COLOMB;NON;NON;Dans QP
Hors EP;0900004R;RAOUL FOLLEREAU;NON;NON;Dans QP
Hors EP;0640001D;CANTAU;NON;NON;
Hors EP;0772223Y;RENE DESCARTES;NON;NON;Dans QP
Hors EP;0932783V;JOSEPHINE BAKER;NON;NON;Dans QP
Hors EP;0710026T;LEON BLUM;NON;NON;Dans QP
Hors EP;0380032D;EMMANUEL  MOUNIER;NON;NON;Dans QP
Hors EP;0590035T;FENELON;NON;NON;Dans QP
